"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","Electricity - Consumption by commercial and public services","1991","Kilowatt-hours, million","74168",""
"United Kingdom","Electricity - Consumption by commercial and public services","1990","Kilowatt-hours, million","70870",""
"United Kingdom","Electricity - total production, main activity","2021","Kilowatt-hours, million","249086.525",""
"United Kingdom","Electricity - total production, main activity","2020","Kilowatt-hours, million","249852.868",""
"United Kingdom","Electricity - total production, main activity","2019","Kilowatt-hours, million","262447.943",""
"United Kingdom","Electricity - total production, main activity","2018","Kilowatt-hours, million","275046.71",""
"United Kingdom","Electricity - total production, main activity","2017","Kilowatt-hours, million","282739.695",""
"United Kingdom","Electricity - total production, main activity","2016","Kilowatt-hours, million","287281",""
"United Kingdom","Electricity - total production, main activity","2015","Kilowatt-hours, million","290868",""
"United Kingdom","Electricity - total production, main activity","2014","Kilowatt-hours, million","296460",""
"United Kingdom","Electricity - total production, main activity","2013","Kilowatt-hours, million","320734",""
"United Kingdom","Electricity - total production, main activity","2012","Kilowatt-hours, million","323507",""
"United Kingdom","Electricity - total production, main activity","2011","Kilowatt-hours, million","327824",""
"United Kingdom","Electricity - total production, main activity","2010","Kilowatt-hours, million","341285",""
"United Kingdom","Electricity - total production, main activity","2009","Kilowatt-hours, million","334868",""
"United Kingdom","Electricity - total production, main activity","2008","Kilowatt-hours, million","346898",""
"United Kingdom","Electricity - total production, main activity","2007","Kilowatt-hours, million","353180",""
"United Kingdom","Electricity - total production, main activity","2006","Kilowatt-hours, million","351387",""
"United Kingdom","Electricity - total production, main activity","2005","Kilowatt-hours, million","352967",""
"United Kingdom","Electricity - total production, main activity","2004","Kilowatt-hours, million","351481",""
"United Kingdom","Electricity - total production, main activity","2003","Kilowatt-hours, million","358245",""
"United Kingdom","Electricity - total production, main activity","2002","Kilowatt-hours, million","349821",""
"United Kingdom","Electricity - total production, main activity","2001","Kilowatt-hours, million","349577",""
"United Kingdom","Electricity - total production, main activity","2000","Kilowatt-hours, million","337675",""
"United Kingdom","Electricity - total production, main activity","1999","Kilowatt-hours, million","335247",""
"United Kingdom","Electricity - total production, main activity","1998","Kilowatt-hours, million","332403",""
"United Kingdom","Electricity - total production, main activity","1997","Kilowatt-hours, million","322830",""
"United Kingdom","Electricity - total production, main activity","1996","Kilowatt-hours, million","325195",""
"United Kingdom","Electricity - total production, main activity","1995","Kilowatt-hours, million","310292",""
"United Kingdom","Electricity - total production, main activity","1994","Kilowatt-hours, million","303147",""
"United Kingdom","Electricity - total production, main activity","1993","Kilowatt-hours, million","300514",""
"United Kingdom","Electricity - total production, main activity","1992","Kilowatt-hours, million","300178",""
"United Kingdom","Electricity - total production, main activity","1991","Kilowatt-hours, million","301490",""
"United Kingdom","Electricity - total production, main activity","1990","Kilowatt-hours, million","298495",""
"United Kingdom","Electricity - Gross demand","2022","Kilowatt-hours, million","318567.798",""
"United Kingdom","Electricity - Gross demand","2021","Kilowatt-hours, million","319225.187",""
"United Kingdom","Electricity - Gross demand","2020","Kilowatt-hours, million","315844.367",""
"United Kingdom","Electricity - Gross demand","2019","Kilowatt-hours, million","330761.036",""
"United Kingdom","Electricity - Gross demand","2018","Kilowatt-hours, million","332309.579",""
"United Kingdom","Electricity - Gross demand","2017","Kilowatt-hours, million","331749.95",""
"United Kingdom","Electricity - Gross demand","2016","Kilowatt-hours, million","335642",""
"United Kingdom","Electricity - Gross demand","2015","Kilowatt-hours, million","337844",""
"United Kingdom","Electricity - Gross demand","2014","Kilowatt-hours, million","337016",""
"United Kingdom","Electricity - Gross demand","2013","Kilowatt-hours, million","349868",""
"United Kingdom","Electricity - Gross demand","2012","Kilowatt-hours, million","352698",""
"United Kingdom","Electricity - Gross demand","2011","Kilowatt-hours, million","352773",""
"United Kingdom","Electricity - Gross demand","2010","Kilowatt-hours, million","363231",""
"United Kingdom","Electricity - Gross demand","2009","Kilowatt-hours, million","357782",""
"United Kingdom","Electricity - Gross demand","2008","Kilowatt-hours, million","378772",""
"United Kingdom","Electricity - Gross demand","2007","Kilowatt-hours, million","379280",""
"United Kingdom","Electricity - Gross demand","2006","Kilowatt-hours, million","381378",""
"United Kingdom","Electricity - Gross demand","2005","Kilowatt-hours, million","385097",""
"United Kingdom","Electricity - Gross demand","2004","Kilowatt-hours, million","380897",""
"United Kingdom","Electricity - Gross demand","2003","Kilowatt-hours, million","378686",""
"United Kingdom","Electricity - Gross demand","2002","Kilowatt-hours, million","375072",""
"United Kingdom","Electricity - Gross demand","2001","Kilowatt-hours, million","374581",""
"United Kingdom","Electricity - Gross demand","2000","Kilowatt-hours, million","371440",""
"United Kingdom","Electricity - Gross demand","1999","Kilowatt-hours, million","361916",""
"United Kingdom","Electricity - Gross demand","1998","Kilowatt-hours, million","355408",""
"United Kingdom","Electricity - Gross demand","1997","Kilowatt-hours, million","348204",""
"United Kingdom","Electricity - Gross demand","1996","Kilowatt-hours, million","349113",""
"United Kingdom","Electricity - Gross demand","1995","Kilowatt-hours, million","330656",""
"United Kingdom","Electricity - Gross demand","1994","Kilowatt-hours, million","323823",""
"United Kingdom","Electricity - Gross demand","1993","Kilowatt-hours, million","318574",""
"United Kingdom","Electricity - Gross demand","1992","Kilowatt-hours, million","315239",""
"United Kingdom","Electricity - Gross demand","1991","Kilowatt-hours, million","317062",""
"United Kingdom","Electricity - Gross demand","1990","Kilowatt-hours, million","309445",""
"United Kingdom","Electricity - total production, autoproducer","2021","Kilowatt-hours, million","58230.081",""
"United Kingdom","Electricity - total production, autoproducer","2020","Kilowatt-hours, million","60895.623",""
"United Kingdom","Electricity - total production, autoproducer","2019","Kilowatt-hours, million","60750.77",""
"United Kingdom","Electricity - total production, autoproducer","2018","Kilowatt-hours, million","56950.778",""
"United Kingdom","Electricity - total production, autoproducer","2017","Kilowatt-hours, million","54689.656",""
"United Kingdom","Electricity - total production, autoproducer","2016","Kilowatt-hours, million","49963",""
"United Kingdom","Electricity - total production, autoproducer","2015","Kilowatt-hours, million","47222",""
"United Kingdom","Electricity - total production, autoproducer","2014","Kilowatt-hours, million","41300",""
"United Kingdom","Electricity - total production, autoproducer","2013","Kilowatt-hours, million","37538",""
"United Kingdom","Electricity - total production, autoproducer","2012","Kilowatt-hours, million","40550",""
"United Kingdom","Electricity - total production, autoproducer","2011","Kilowatt-hours, million","40129",""
"United Kingdom","Electricity - total production, autoproducer","2010","Kilowatt-hours, million","41505",""
"United Kingdom","Electricity - total production, autoproducer","2009","Kilowatt-hours, million","41715",""
"United Kingdom","Electricity - total production, autoproducer","2008","Kilowatt-hours, million","41730",""
"United Kingdom","Electricity - total production, autoproducer","2007","Kilowatt-hours, million","43650",""
"United Kingdom","Electricity - total production, autoproducer","2006","Kilowatt-hours, million","45896",""
"United Kingdom","Electricity - total production, autoproducer","2005","Kilowatt-hours, million","45389",""
"United Kingdom","Electricity - total production, autoproducer","2004","Kilowatt-hours, million","42446",""
"United Kingdom","Electricity - total production, autoproducer","2003","Kilowatt-hours, million","39953",""
"United Kingdom","Electricity - total production, autoproducer","2002","Kilowatt-hours, million","37426",""
"United Kingdom","Electricity - total production, autoproducer","2001","Kilowatt-hours, million","35213",""
"United Kingdom","Electricity - total production, autoproducer","2000","Kilowatt-hours, million","39394",""
"United Kingdom","Electricity - total production, autoproducer","1999","Kilowatt-hours, million","32905",""
"United Kingdom","Electricity - total production, autoproducer","1998","Kilowatt-hours, million","30300",""
"United Kingdom","Electricity - total production, autoproducer","1997","Kilowatt-hours, million","27836",""
"United Kingdom","Electricity - total production, autoproducer","1996","Kilowatt-hours, million","25674",""
"United Kingdom","Electricity - total production, autoproducer","1995","Kilowatt-hours, million","23749",""
"United Kingdom","Electricity - total production, autoproducer","1994","Kilowatt-hours, million","23340",""
"United Kingdom","Electricity - total production, autoproducer","1993","Kilowatt-hours, million","22588",""
"United Kingdom","Electricity - total production, autoproducer","1992","Kilowatt-hours, million","20865",""
"United Kingdom","Electricity - total production, autoproducer","1991","Kilowatt-hours, million","21385",""
"United Kingdom","Electricity - total production, autoproducer","1990","Kilowatt-hours, million","21242",""

"fnSeqID","Footnote"
